,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,Exterior1st,Electrical,ClassPr_S,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,LowQualFinSF,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageFinish,GarageCars,PavedDrive,MoSold,SaleCondition,Latitude,Longitude,LF_median,DistanceFromCenter,total_baths,TotalPorchSF,TotalFinSF,MSSubClass
GarageFinish,79.67579578635161,778.9781996220463,30.87920965155149,0.0,22.991516930437513,112.79101066458199,50.12046175723481,9.950877731071586,0.0,369.3344330745331,34.22935071467525,35.13266339687834,219.83242231126997,517.2228191434169,54.850885221219414,112.41499766376364,578.0621244243496,76.5378373897111,201.96441727874418,252.89820628085943,205.97119047672527,176.9138864580001,444.8080717693856,140.66857781649583,37.84099354514615,110.58461860571879,14.797749845836332,280.9903752299293,785.7371497807335,62.281249688650064,320.0650599973392,0.0,426.56210313352403,65.40487898417155,224.67747039706205,70.43882709385184,241.41950333425712,38.748841883588966,175.0875516500754,67.95981838721696,80.20366194756457,311.05353386116553,471.1638294435834,222.93239273926883
GarageCars,33.85447280194717,893.5578247831209,24.54695905242761,0.0,204.5931323372639,31.725922432574095,138.6348158447762,0.5976820408343286,0.0,955.1359165525055,95.96895186780876,634.0853856211015,60.02355342148849,170.25669574362928,86.23363601383699,146.3900940438316,481.3930971496899,2.1905145349553123,291.9422169169882,241.38250869582873,428.45716924729277,131.21401150262125,376.81456386104037,12.31698856723824,662.6475714860547,74.0150809474942,2.4432967481192094,449.65805515724674,406.08583602388126,93.23370785255122,363.32942621610664,152.87128674332365,0.0,26.972039946201477,75.76037236141076,18.946605582107622,192.05225651599335,129.9033103029965,41.501920247159205,26.454287199257806,306.6227628269894,509.2766065147132,104.56571246240492,224.20037404686673
PavedDrive,134.71228041411177,1125.6195500998083,84.88211365399366,0.0,10.873173327591019,132.8221388560639,282.6002798405249,40.84343742218715,0.0,126.07935697534867,61.53512420927241,70.53270737074126,306.4898899875416,492.9993556450245,270.93624361143884,108.2662855385388,139.35719068351773,21.440117572578416,329.181902464467,298.7908566382325,102.42160142168154,139.4292191735243,538.8444644764058,346.1401896613031,75.86126663419986,184.08293739259693,7.312923638144973,296.2288950551408,474.3678105823101,0.4307248232657912,484.3141492105501,127.02065228331873,274.7978693222399,0.0,140.77161607821904,122.11694001983824,155.1205986841901,288.00494988357536,87.89929655817787,79.4295187736559,68.97210773843199,256.1205732001597,1065.6706237372782,219.245381775615
MoSold,250.6572282682505,613.6565245653474,96.80132218900462,0.0,122.09821316836764,55.80709120778644,230.64141806586883,0.20565157295415304,0.0,440.67269712800135,21.317628308205997,65.28263136132591,175.98171372245315,756.2236561848986,101.54005171147628,37.47250905645046,160.18355933250746,72.97736497770809,266.28107065136913,253.73372472071787,117.62912560201471,27.54539316705302,132.30417535316246,239.43137653569784,176.27530077062033,45.505764324850816,4.316137117969042,356.1936996547754,358.53726829652123,31.990967396229053,440.55443763154926,322.06526470478667,230.41576283842278,22.66105305473708,0.0,12.9205925789729,111.33613298213322,42.92315011551955,154.58712445789877,133.05313364968583,89.15721193370564,220.01583078838007,445.7874548218424,498.6901650798195
SaleCondition,299.5313627765963,703.8508848141146,16.277927580029427,0.0,97.34247872470422,191.86885764125762,280.0474217402874,72.2139847092284,0.0,42.33547166104108,61.669913875074684,42.688744670300366,265.76211194383905,135.8787950950873,482.36824680569225,78.75982400720204,323.3903519382808,108.26562103767752,220.6920392667388,233.4285228232818,187.42136476287578,50.3918135334377,111.19636050780173,256.4768539023403,213.637470372405,58.764962869049555,15.45630957949421,48.09744615491945,449.72181602842556,20.587064232989746,559.6520595309094,249.42501172432964,182.9808130466149,45.971930181680605,48.57582504183392,0.0,177.9623278859956,136.28551781767692,43.23478296492658,131.7088355211563,390.5935355562176,357.30646161182085,405.41083668813735,379.9926767678776
Latitude,33.656729271378595,943.0591962551671,24.87567401178262,0.0,4.311811192669154,169.57962444828397,480.25561503797064,59.31811895699941,0.0,330.87424505337003,51.533000351834886,98.04679441960798,373.4711904754622,988.6559690485419,124.91774296437006,159.52379550834303,187.62781705493188,5.900970648253363,276.97556042507586,298.20443569389386,132.8146235412246,119.1129017053513,70.59359978589873,192.37256412033366,228.9978842115056,37.68463482826303,2.857519013014098,203.1073700164801,276.24837687501577,78.08365814640547,692.9701600025733,262.39452734921036,202.6682953655054,7.262672862708101,72.17466892544405,19.452727164619205,0.0,43.3496818171343,24.47869859386924,116.796044721003,89.88670864290202,230.0510339786797,425.2039493188531,392.5028794547882
Longitude,338.2135776852165,121.87404972479999,63.03261740553876,1.6863732347227194,15.521614534540447,158.33512071106745,396.42600476719315,33.35820110283178,0.0,247.79619568646467,60.446148472653064,168.73840416908752,229.9808164831793,417.6019105388732,184.48812856644417,90.58014530639093,189.35453562065805,55.1398840831789,181.19447086869474,327.914173530359,171.1890435193077,31.749042454283654,235.93145534685027,238.17910522098828,188.26925116379607,45.20147394776791,6.1982581272199795,292.19585303852955,401.8562649691253,73.00703179389745,524.8967172996763,174.7620873965438,384.85997929009,15.757859158214018,99.04266317233555,52.69199639816668,305.89645818538906,0.0,84.23662686488683,708.0383908428153,226.54399953158804,348.6920338887303,341.52510202170015,481.2696737972449
LF_median,182.67139377328795,1174.7486285875948,40.76161390188918,0.0,143.82634561242287,91.58855568290451,538.4771131313502,13.45419278973229,0.0,304.20638457214136,122.18546737464061,150.46271089817856,329.8402376678155,1370.4403111050597,260.79198501566816,114.14909266168502,364.4269667165536,103.00364667663202,191.98919593952854,279.33875916912007,261.99657495176484,19.53290161818086,256.61762912877384,125.80548030469504,194.49046265182892,84.16600519910662,16.001201337405995,251.87725820330468,151.1189741947269,34.54446091952275,608.8968037078012,165.82777037668058,371.64302884969584,62.38027628310596,109.83090049764337,55.753377907914,257.68985877704176,137.0820957090491,0.0,61.037121918417824,192.06701893653212,247.6270083964905,871.2260678784405,318.54014434218016
DistanceFromCenter,98.98881209791489,1158.1821198559192,22.2374222685512,0.0,75.84500838672159,135.07566766956896,349.23376452944797,19.453884070123507,0.0,35.73257295004805,56.67816573365802,189.76578792467808,462.25798849813964,1159.3815989380628,33.04951905292137,15.770249797808447,294.54853265411043,46.694101611633684,84.8459742438188,227.95973726239322,53.029104388461974,59.68897703498476,381.97169622644014,158.2949491556983,34.677471349878715,14.110143474549545,10.894712140428211,307.61703974815555,516.3316534094861,64.27306831753629,484.95262741314673,132.88021605309507,333.37083124919536,98.58042965299359,11.30862175579307,43.41687331983201,320.23378896012605,902.5849437561992,155.14198054868018,0.0,276.5979438711138,255.5055217012657,701.2279637883294,179.56636205901577
total_baths,31.654477428421046,896.627518181057,72.181796941117,0.0,133.5907988451121,92.89292226186419,422.158900255561,43.853501225610714,0.0,206.56048339863628,56.3974401807704,48.649672586230736,86.67294748901895,808.7604540439879,356.5124610993703,252.48510963136619,454.2051022771452,35.489187906663844,153.82861649983963,112.29709740578767,224.3908892965785,166.96255963188992,702.8290401828554,57.40487172346366,75.03279873556062,39.488554580576874,4.842114785387899,155.39808118037172,333.0124863383153,50.51757881561991,193.48907067740902,21.58261172168045,245.25847146722526,29.147214582655735,14.42107850437344,117.63504373284843,11.163245461671295,72.03135803747523,268.27780887618997,236.55500434342684,0.0,208.4552250825975,36.84122344217758,346.5305943743638
TotalPorchSF,123.68989927463565,714.1955003281473,99.72715738243255,0.0,12.419118043574997,59.86245345592741,313.8058007313208,12.63572190375379,0.0,288.57666036347837,21.632609230647006,26.062001602782402,344.80093068147926,616.0391530516181,272.54904572528767,289.9630281742691,204.371623025678,4.343618468657127,205.15852241930855,204.51730057532734,276.38538920542555,15.662394103429051,61.345944846619204,39.124948735560565,179.39659932739528,150.8779367490714,0.9072397006191082,279.8153799014809,501.00889893305157,8.93887426046308,675.921951156989,258.09309839090866,242.2359681202879,81.91242265435784,64.4529449435147,121.16836032583467,220.74640542839234,184.2690630987588,168.69302112818036,40.049376769604805,108.44094840975731,0.0,259.80474880619295,456.21862992569186
TotalFinSF,281.6029586415806,974.5253601515396,194.50778534383176,0.0,2414.58302305867,20.161277810123238,215.83087317312527,6.4406018563284135,0.0,1496.8690218813472,156.19621215926887,1614.934407663919,83.88755537646693,4033.562453353032,1077.199695461573,895.3811823373167,1600.9603554404343,4.746948459464392,179.10163488870515,427.9722698582706,198.3852881333878,566.8251422941207,5175.543093517166,10970.796979898241,159.93358121699816,6.921443463016317,33.611809351981314,2223.2607383509803,416.98471671759717,319.9385309231848,1852.6858253769724,313.14908097474444,327.03120958445334,145.83370298929188,58.67887981457602,100.82957515939302,681.450362389173,144.89419256173574,270.40675839327037,895.3309326705958,4972.615607988731,22.82747494161663,0.0,1794.3157343791104
